# Lucide `fan`, one blade in unit space — the rotor the app spins.
# Generated by `Tools/gen-fan-blade.py` from the `.fan` case of
# LucideHardwareGeometry.swift. Do not hand-edit.
#
# Columns: kind<TAB>x<TAB>y   — kind is move, arc or chord.
# An `arc` row is a cubic control point: control1, control2, then the
# endpoint, and a lobe is one move, six arc rows and one chord.
# Three of this lobe, each rotated 120 degrees, is Lucide's blade.
# hub_radius 0.500000
# rim 11.136300   (Lucide units the unit box corresponds to)
# sourced_from "Lucide fan, four 6.082-radius arcs of 131.8 degrees (ISC)"
move	-0.105331	0.393219
arc	-0.297549	0.490351
arc	-0.528892	0.465460
arc	-0.696048	0.329652
arc	-0.863195	0.193844
arc	-0.934925	-0.027505
arc	-0.879197	-0.235536
chord	-0.393219	-0.105331
